username,orig_sentence,cleaned_sentence,category,sub-category
tweets_Pooja23890,"We all should support them
So finally kejriwal's truth is in front of public I'm so happy to see this
#KapilExposesKejriwal",support finally kejriwals truth front public im happy see,negative,criticism
tweets_Amrindra8077,"himself lays the door during fasting iftar.
 #KapilExposesKejriwal",lay door fast iftar,negative,criticism
tweets_SidRanbirfan,I dont want to say anything on this Kejriwal is a Liar politician people should stop believing him #KapilExposesKejriwal,dont want say anything kejriwal liar politician people stop believe,negative,criticism
tweets_Kapilkumark100,"wheres wheres Kejriwal himself lays their heads down with door during fasting iftar.
 #KapilExposesKejriwal",wheres wheres kejriwal lay head door fast iftar,negative,criticism
tweets_shivam5789,This government has not done a single thing in their time #KapilExposesKejriwal,government not single thing time,negative,criticism
tweets_choco_chips20,"We all opposing such people and need to boycott them for forever.
#KapilExposesKejriwal",oppose people need boycott forever,negative,criticism
tweets_AdityaT35866479,"Kejriwal making false promises in Delhi Neither any school nor any new hospital has been built in their government, they have misled them.
#KapilExposesKejriwal",kejriwal make false promise delhi neither school new hospital built government mislead,negative,criticism
tweets_Alia_9087,"The difference between Delhi and Gujarat model is that riots stopped in Gujarat from 2002 and riots started in Delhi from 2015
 #KapilExposesKejriwal",difference delhi gujarat model riot stop gujarat 2002 riot start delhi 2015,negative,criticism
tweets_santoshDfc,#KapilExposesKejriwal very good growth by the AAP in scams,good growth aap scam,negative,criticism
tweets_Daksh_Dvn,"Kejriwal government is the worst government ever.
#KapilExposesKejriwal",kejriwal government bad government ever,negative,criticism
tweets_Riya38923914,I definately sure government is only making fool of people by distributing free things to them #KapilExposesKejriwal,definately sure government make fool people distribute free thing,negative,criticism
tweets_Khushbu589,"It's true to share with you that He is the biggest scammer of the nation. State ko khokla bana diya hai pura
#KapilExposesKejriwal",true share big scammer nation state ko khokla bana diya hai pura,negative,criticism
tweets_DevraajKaHukum,"literally this is worse thing had done by aap and we must know it 
#KapilExposesKejriwal",literally bad thing aap must know,negative,criticism
tweets_Ayshakumari100,"doings doing something that might make me right girl prodigies so one.! Absolutely needed.
#KapilExposesKejriwal",doings something might make right girl prodigy absolutely need,negative,criticism
tweets_Annya7055,"doing rights reserved privacy girl prodigies so one.! Absolutely needed.
#KapilExposesKejriwal",right reserve privacy girl prodigy absolutely need,negative,criticism
tweets_RaunakNE,"We can't accept such people who is having such kinda mentility. Strict actions needs to be taken place soon
#KapilExposesKejriwal",cant accept people kinda mentility strict action need take place soon,negative,criticism
tweets_niravshahbjp,"Gopal Italia, who was the president of Aam Aadmi Party in Gujarat, said that there are eunuchs who clap in the story of Satyanarayan, I want to ask him what are the people who stand behind those who question the army and applaud?
 #KapilExposesKejriwal",gopal italia president aam aadmi party gujarat say eunuchs clap story satyanarayan want ask people stand behind question army applaud,negative,criticism
tweets_Armaan_s2r2,"People needs to understand who's bad elements for the society.
#KapilExposesKejriwal",people need understand bad element society,negative,criticism
tweets_Snehaxxjao3,Happy to share this advantageous with you..You will be surprised by this..put your attention on this #KapilExposesKejriwal,happy share advantageous youyou surprise thisput attention,negative,criticism
tweets_0001Neel03,Delhi government is all about fake promises and gujrat is about development. #KapilExposesKejriwal,delhi government fake promise gujrat development,negative,criticism
tweets_SumanKu85668691,"This is very bad news.  Friends, you must see this news.
#KapilExposesKejriwal",bad news friend must see news,negative,criticism
tweets_Pallavisharma97,"It is one of the same full think happening he really exposed Kejriwal this is one of the bad thing
#KapilExposesKejriwal",full think happen really expose kejriwal bad thing,negative,criticism
tweets_Samiyra77,"During the time of Corona, Delhi was suffering from Oxygen, then Oxygen had gone from Gujarat...The truth come out sooner or later .
#kapilExposesKejriwal",time corona delhi suffer oxygen oxygen go gujaratthe truth come sooner later,negative,criticism
tweets_Jethalal_Gada_2,"Kejriwal talks about corruption free Delhi...  He himself has committed so much corruption... We know that 
#KapilExposesKejriwal",kejriwal talk corruption free delhi commit much corruption know,negative,criticism
tweets_Pakhi60041926,"Kejriwal is really a disgusting leader he never fulfill his promises
#KapilExposesKejriwal",kejriwal really disgust leader never fulfill promise,negative,criticism
tweets_Tweetakudu5,#KapilExposesKejriwal development in scams only,development scam,negative,criticism
tweets_bola_na_nhi_,"allegations of corruption against Kejriwal, AAP leader Sanjay Singh said Mishra had himself written to a letter to the ACB in September last year.
#KapilExposesKejriwal",allegation corruption kejriwal aap leader sanjay singh say mishra write letter acb september last year,negative,criticism
tweets_shruti4126,And in corona in Delhi peoples didn't get oxygen cylinders and hospitals facilities #KapilExposesKejriwal,corona delhi people didnt get oxygen cylinder hospital facility,negative,criticism
tweets_hadiyakhatun,"The reality no employees hired in delhi old employees stopped getting salary.
 #KapilExposesKejriwal",reality employee hire delhi old employee stop get salary,negative,criticism
tweets_sndep24,"Kejriwal ji himself keeps singing the song of Free Free.  I don't even have money to pay my own employees.  What will you give to others for free?
#KapilExposesKejriwal",kejriwal ji keep sing song free free dont even money pay employee give others free,negative,criticism
tweets_PSPKDieHard5,#KapilExposesKejriwal this is the bad work by AAP,bad work aap,negative,criticism
tweets_Jathura7,We need to realize the real face of this kind of people #KapilExposesKejriwal,need realize real face kind people,negative,criticism
tweets_ImDiivya,"Kejriwal government is not doing anything for the public.  Friends are troubling the public from above
#KapilExposesKejriwal",kejriwal government not anything public friends trouble public,negative,criticism
tweets_club_yuvraj,"We can't accept such people who is having such kinda mentility.
#KapilExposesKejriwal",cant accept people kinda mentility,negative,criticism
tweets_YoursAleee,"People are so much angry with kejirwal he is doing very shameful work
#KapilExposesKejriwal",people much angry kejirwal shameful work,negative,criticism
tweets_Suheni__10009,Thill will makr a very very ???� ruckus like badly and relentlessly #KapilExposesKejriwal,thill makr ruckus like badly relentlessly,negative,criticism
tweets_memesadda88,"Severe action should be taken on Kejriwal from the Delhi government
 #KapilExposesKejriwal",severe action take kejriwal delhi government,negative,criticism
tweets_0008Anu,"By misleading the water and to funds public, Kejriwal works to get votes from them, Kejriwal does not fulfill his promise at all.
#KapilExposesKejriwal",misleading water fund public kejriwal work get vote kejriwal not fulfill promise,negative,criticism
tweets_suhelChaudhar18,They should not be done by tele government they are making our future dark #KapilExposesKejriwal,not tele government make future dark,negative,criticism
tweets_Guddi_91,Gujarat model is that riots stopped in Gujarat from 2002 and riots started in Delhi from 2015 #KapilExposesKejriwal,gujarat model riot stop gujarat 2002 riot start delhi 2015,negative,criticism
tweets_iamAniket__1,"We should raise our voice against Kejriwal government
#KapilExposesKejriwal",raise voice kejriwal government,negative,criticism
tweets_tapsikhannaa,"Now all of them have come in front of everyone.  That's why everyone is very angry with him.
#KapilExposesKejriwal",come front everyone thats everyone angry,negative,criticism
tweets_Pyara_sa_Shiro,"Such a very bad thing he is doing...  During the time of Corona, Delhi was suffering from Oxygen, then Oxygen had gone from Gujarat... it's really bad to see 
#kapilExposesKejriwal",bad thing time corona delhi suffer oxygen oxygen go gujarat really bad see,negative,criticism
tweets_Veera8900,Pay attention to this...I think this is the something different news come to way that shocking.????#KapilExposesKejriwal,pay attention thisi think something different news come way shock,negative,criticism
tweets_zac_suyogJD,"It's so shameful thing done by Kejriwal this is really very bad and making false promises like this inside Delhi, he is doing too much wrong.
#KapilExposesKejriwal",shameful thing kejriwal really bad make false promise like inside delhi much wrong,negative,criticism
tweets_Bunny_Cult5,#KapilExposesKejriwal all peoples are shocked on this,people shock,negative,criticism
tweets_sumi__0107,"Kejriwal ji, by the way, talks about corruption free Delhi.  He himself has committed so much corruption.  Is everyone exposing them?
#KapilExposesKejriwal",kejriwal ji way talk corruption free delhi commit much corruption everyone expose,negative,criticism
tweets_Aman24966,"You really need to think about this things this is one of the bad thing happening he really exposed Kejriwal
#KapilExposesKejriwal",really need think thing bad thing happen really expose kejriwal,negative,criticism
